# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_sequence_feature	variants_effect_splice_acceptor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_structural_interaction_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
AC006548.19	ENSG00000225480	ENST00000427470	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AC006987.4	ENSG00000235193	ENST00000434709	unprocessed_pseudogene	0	0	0	23	0	0	0	7	0	0	0	0	0	0	0	0	0	16
AC006987.5	ENSG00000235691	ENST00000416843	unprocessed_pseudogene	0	0	0	14	0	0	0	7	0	0	0	0	0	0	0	0	0	7
AC006987.6	ENSG00000226975	ENST00000413610	unprocessed_pseudogene	0	0	0	21	0	0	0	17	0	0	0	0	0	0	0	0	0	4
AC006987.7	ENSG00000231411	ENST00000446466	unprocessed_pseudogene	0	0	0	18	0	0	0	9	0	0	3	0	0	0	0	0	0	6
AC006994.2	ENSG00000231294	ENST00000412065	antisense	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC007040.11	ENSG00000258881	ENST00000453130	nonsense_mediated_decay	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC007040.11	ENSG00000258881	ENST00000606025	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC007064.24	ENSG00000237689	ENST00000442403	lincRNA	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
AC007064.25	ENSG00000237358	ENST00000412238	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AC007131.2	ENSG00000233891	ENST00000412409	lincRNA	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
AC007131.2	ENSG00000233891	ENST00000434611	lincRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC007131.2	ENSG00000233891	ENST00000444001	lincRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC007216.2	ENSG00000269121	ENST00000597717	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AC007292.3	ENSG00000269318	ENST00000593524	antisense	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AC007292.4	ENSG00000269807	ENST00000594776	antisense	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AC007292.7	ENSG00000269425	ENST00000598582	antisense	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC007319.1	ENSG00000224063	ENST00000412276	antisense	0	0	0	3	0	0	0	1	2	0	0	0	0	0	0	0	0	0
AC007319.1	ENSG00000224063	ENST00000428329	antisense	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AC007319.1	ENSG00000224063	ENST00000453517	antisense	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC007364.1	ENSG00000162947	ENST00000295052	lincRNA	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
AC007364.1	ENSG00000162947	ENST00000433174	lincRNA	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
AC007381.2	ENSG00000223929	ENST00000453476	lincRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC007387.2	ENSG00000224646	ENST00000421570	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AC007461.2	ENSG00000226101	ENST00000419257	lincRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC007560.1	ENSG00000238165	ENST00000426912	processed_pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AC007682.1	ENSG00000231918	ENST00000440698	lincRNA	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0
AC007773.1	ENSG00000263960	ENST00000581176	miRNA	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0
AC007773.2	ENSG00000267213	ENST00000592680	antisense	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC007773.2	ENSG00000267213	ENST00000595727	antisense	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AC007773.3	ENSG00000269093	ENST00000594570	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AC007919.18	ENSG00000224611	ENST00000429380	processed_pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AC007950.1	ENSG00000259268	ENST00000560465	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AC008132.1	ENSG00000182824	ENST00000342888	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AC008132.13	ENSG00000161103	ENST00000342005	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AC008132.13	ENSG00000161103	ENST00000412938	processed_transcript	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC008132.13	ENSG00000161103	ENST00000416498	processed_transcript	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AC008132.13	ENSG00000161103	ENST00000445398	processed_transcript	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC008440.5	ENSG00000232220	ENST00000413496	antisense	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AC008703.1	ENSG00000253298	ENST00000518418	lincRNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AC008747.1	ENSG00000221584	ENST00000408657	miRNA	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
AC008834.1	ENSG00000248901	ENST00000505908	lincRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AC008984.2	ENSG00000248166	ENST00000507363	processed_transcript	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC008984.6	ENSG00000250507	ENST00000515672	unprocessed_pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AC009093.1	ENSG00000196927	ENST00000355407	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AC009229.6	ENSG00000229160	ENST00000417213	lincRNA	0	0	0	4	0	0	0	1	3	0	0	0	0	0	0	0	0	0
AC009299.1	ENSG00000221590	ENST00000408663	miRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AC009313.2	ENSG00000232337	ENST00000417893	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AC009478.1	ENSG00000225258	ENST00000429816	lincRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC009494.3	ENSG00000216844	ENST00000406090	processed_pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AC009495.3	ENSG00000232411	ENST00000457108	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AC009495.4	ENSG00000229195	ENST00000428888	lincRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC009499.1	ENSG00000203386	ENST00000366209	lincRNA	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0
AC009499.1	ENSG00000203386	ENST00000442026	lincRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC009518.4	ENSG00000224865	ENST00000415393	lincRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC009518.4	ENSG00000224865	ENST00000452219	lincRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC009831.1	ENSG00000265063	ENST00000582018	miRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AC009892.1	ENSG00000264799	ENST00000578908	miRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AC009950.2	ENSG00000225963	ENST00000445199	antisense	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC009977.1	ENSG00000269084	ENST00000599485	protein_coding	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	3
AC010084.1	ENSG00000229308	ENST00000426699	lincRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC010086.5	ENSG00000236615	ENST00000428616	unprocessed_pseudogene	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	5
AC010095.7	ENSG00000235644	ENST00000427719	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AC010146.1	ENSG00000229568	ENST00000414479	unprocessed_pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AC010148.1	ENSG00000235726	ENST00000427619	lincRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC010148.1	ENSG00000235726	ENST00000435896	lincRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC010319.1	ENSG00000222805	ENST00000410873	miRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AC010524.2	ENSG00000268686	ENST00000599433	antisense	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0
AC010646.3	ENSG00000269095	ENST00000594059	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC010723.1	ENSG00000223517	ENST00000435111	lincRNA	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0
AC010877.1	ENSG00000269291	ENST00000595988	protein_coding	0	0	1	4	0	0	0	0	4	1	0	0	0	0	0	0	0	0
AC010884.1	ENSG00000224509	ENST00000456519	antisense	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC010967.2	ENSG00000228033	ENST00000421575	lincRNA	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
AC010967.2	ENSG00000228033	ENST00000443237	lincRNA	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
AC010970.1	ENSG00000251966	ENST00000516157	miRNA	0	0	0	15	0	0	0	4	0	0	0	0	0	0	0	0	0	11
AC010970.2	ENSG00000225840	ENST00000445125	processed_pseudogene	0	0	0	14	0	0	0	6	0	0	0	0	0	0	0	0	0	8
AC010987.5	ENSG00000235495	ENST00000419809	lincRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC011284.3	ENSG00000236510	ENST00000427920	antisense	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AC011293.1	ENSG00000265161	ENST00000580394	miRNA	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	1
AC011385.2	ENSG00000232129	ENST00000432279	pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AC011478.1	ENSG00000223148	ENST00000411216	miRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AC011499.1	ENSG00000263995	ENST00000579264	miRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AC011526.1	ENSG00000267107	ENST00000588495	lincRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC011526.1	ENSG00000267107	ENST00000594315	lincRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC011526.1	ENSG00000267107	ENST00000595063	lincRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC011526.1	ENSG00000267107	ENST00000595837	lincRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC011526.1	ENSG00000267107	ENST00000597702	lincRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC011526.1	ENSG00000267107	ENST00000598215	lincRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC011526.1	ENSG00000267107	ENST00000599801	lincRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC011718.2	ENSG00000223579	ENST00000414550	lincRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AC011718.2	ENSG00000223579	ENST00000577456	lincRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AC011754.1	ENSG00000224879	ENST00000415201	sense_overlapping	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
AC011899.9	ENSG00000233038	ENST00000438047	antisense	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AC011899.9	ENSG00000233038	ENST00000443338	antisense	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AC011901.2	ENSG00000224612	ENST00000413043	lincRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC011997.1	ENSG00000222017	ENST00000409845	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
AC012065.4	ENSG00000227047	ENST00000441870	lincRNA	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
AC012067.1	ENSG00000269464	ENST00000601705	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AC012360.1	ENSG00000268556	ENST00000595481	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
AC012360.2	ENSG00000268809	ENST00000595531	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AC012501.2	ENSG00000227400	ENST00000424322	sense_overlapping	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC012507.3	ENSG00000232520	ENST00000415628	antisense	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AC012507.3	ENSG00000232520	ENST00000447074	antisense	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AC012507.3	ENSG00000232520	ENST00000455128	antisense	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AC012615.1	ENSG00000198683	ENST00000367461	pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AC012671.1	ENSG00000220999	ENST00000408072	miRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AC012671.3	ENSG00000221619	ENST00000408692	miRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AC013267.1	ENSG00000237953	ENST00000458227	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AC013437.2	ENSG00000224288	ENST00000447254	processed_pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AC013480.2	ENSG00000226398	ENST00000451514	antisense	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AC013489.1	ENSG00000221391	ENST00000408464	miRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AC013737.1	ENSG00000263921	ENST00000583830	miRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AC015691.13	ENSG00000239920	ENST00000394793	antisense	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC015849.2	ENSG00000237805	ENST00000413928	antisense	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC015933.2	ENSG00000227279	ENST00000423367	antisense	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC015971.1	ENSG00000252453	ENST00000516644	miRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AC015971.2	ENSG00000228363	ENST00000439077	antisense	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC015971.2	ENSG00000228363	ENST00000597638	antisense	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC016723.4	ENSG00000235335	ENST00000430546	antisense	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC016723.4	ENSG00000235335	ENST00000436982	antisense	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC016730.1	ENSG00000227718	ENST00000420828	lincRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC016753.7	ENSG00000229648	ENST00000453567	processed_pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AC016995.3	ENSG00000231367	ENST00000413227	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AC016995.3	ENSG00000231367	ENST00000417039	lincRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC016995.3	ENSG00000231367	ENST00000421463	lincRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC017019.1	ENSG00000232617	ENST00000426129	unprocessed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AC017074.1	ENSG00000233479	ENST00000439382	lincRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC018359.1	ENSG00000226320	ENST00000415991	lincRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC018359.1	ENSG00000226320	ENST00000424786	lincRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC018462.2	ENSG00000229839	ENST00000421323	antisense	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
AC018462.2	ENSG00000229839	ENST00000425966	antisense	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
AC018635.1	ENSG00000221429	ENST00000408502	miRNA	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
AC018693.5	ENSG00000232114	ENST00000435255	processed_pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AC018717.1	ENSG00000231557	ENST00000456031	lincRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC018799.1	ENSG00000225539	ENST00000419786	lincRNA	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
AC018799.1	ENSG00000225539	ENST00000438505	lincRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC018799.1	ENSG00000225539	ENST00000450848	lincRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC018804.1	ENSG00000265280	ENST00000578074	miRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AC018804.3	ENSG00000224087	ENST00000433507	antisense	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AC018804.7	ENSG00000213225	ENST00000392970	processed_pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AC018804.7	ENSG00000213225	ENST00000450578	processed_transcript	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AC018804.7	ENSG00000213225	ENST00000452600	transcribed_processed_pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AC018865.5	ENSG00000217289	ENST00000401540	processed_pseudogene	0	0	0	3	0	0	0	1	0	0	1	0	0	0	0	0	0	1
AC019117.1	ENSG00000236318	ENST00000419463	lincRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC019118.2	ENSG00000234423	ENST00000457478	lincRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC019185.4	ENSG00000231896	ENST00000424628	sense_intronic	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC020571.3	ENSG00000229056	ENST00000430904	antisense	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC020571.3	ENSG00000229056	ENST00000433933	antisense	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC020571.3	ENSG00000229056	ENST00000605907	antisense	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC020907.1	ENSG00000179066	ENST00000313865	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AC020910.1	ENSG00000221115	ENST00000408188	miRNA	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
AC020922.1	ENSG00000267531	ENST00000539076	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AC021760.1	ENSG00000263415	ENST00000580600	miRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AC021818.1	ENSG00000215958	ENST00000401139	miRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AC021860.1	ENSG00000196355	ENST00000436901	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC022201.4	ENSG00000229229	ENST00000452525	antisense	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
AC023115.4	ENSG00000236605	ENST00000450944	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AC023469.1	ENSG00000222031	ENST00000409243	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
AC023469.2	ENSG00000228064	ENST00000425983	antisense	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC023590.1	ENSG00000225885	ENST00000430457	processed_transcript	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC024560.2	ENSG00000236833	ENST00000424493	lincRNA	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AC024937.6	ENSG00000231443	ENST00000429866	processed_pseudogene	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0
AC026150.5	ENSG00000225930	ENST00000455163	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AC026150.5	ENSG00000225930	ENST00000562624	lincRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC026167.1	ENSG00000226022	ENST00000435651	lincRNA	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
AC026188.1	ENSG00000223727	ENST00000420000	lincRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC026188.1	ENSG00000223727	ENST00000451031	lincRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC026188.1	ENSG00000223727	ENST00000455703	lincRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC026369.1	ENSG00000268640	ENST00000594563	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AC027288.1	ENSG00000263757	ENST00000582521	miRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AC027612.1	ENSG00000232531	ENST00000413684	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AC027612.1	ENSG00000232531	ENST00000536556	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AC027612.4	ENSG00000223703	ENST00000445234	unprocessed_pseudogene	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC027763.2	ENSG00000215067	ENST00000570562	nonsense_mediated_decay	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC027763.2	ENSG00000215067	ENST00000572385	nonsense_mediated_decay	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC027763.2	ENSG00000215067	ENST00000575889	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC046130.1	ENSG00000264446	ENST00000401300	miRNA	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
AC053503.11	ENSG00000227432	ENST00000429882	antisense	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC053503.2	ENSG00000232789	ENST00000448375	unprocessed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AC062016.3	ENSG00000235871	ENST00000420950	processed_pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AC064852.4	ENSG00000241409	ENST00000427571	prime3_overlapping_ncrna	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AC067959.1	ENSG00000233005	ENST00000435237	lincRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC068014.1	ENSG00000264383	ENST00000585219	miRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AC068014.2	ENSG00000265461	ENST00000578755	miRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AC068039.4	ENSG00000228389	ENST00000416361	antisense	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
AC068279.2	ENSG00000225049	ENST00000453126	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AC068286.1	ENSG00000235127	ENST00000416173	lincRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC068489.1	ENSG00000234446	ENST00000453706	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AC068490.2	ENSG00000231200	ENST00000450551	lincRNA	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0
AC069243.1	ENSG00000266363	ENST00000584981	miRNA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AC069277.2	ENSG00000189229	ENST00000342990	lincRNA	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
AC069277.2	ENSG00000189229	ENST00000414438	lincRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC069277.2	ENSG00000189229	ENST00000414603	lincRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC069277.2	ENSG00000189229	ENST00000433639	lincRNA	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
AC069282.6	ENSG00000225507	ENST00000411911	processed_pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AC072061.2	ENSG00000237251	ENST00000413879	unprocessed_pseudogene	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC073071.1	ENSG00000234273	ENST00000412410	lincRNA	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1
AC073072.5	ENSG00000179428	ENST00000325042	antisense	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AC073089.1	ENSG00000265024	ENST00000578565	miRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AC073109.2	ENSG00000235920	ENST00000445066	processed_pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AC073135.4	ENSG00000236246	ENST00000451150	processed_pseudogene	0	0	0	8	0	0	0	6	0	0	2	0	0	0	0	0	0	0
AC073218.1	ENSG00000226785	ENST00000422558	lincRNA	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
AC073236.3	ENSG00000234722	ENST00000416982	lincRNA	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AC073236.3	ENSG00000234722	ENST00000453187	lincRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC073236.3	ENSG00000234722	ENST00000454441	lincRNA	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AC073283.4	ENSG00000234690	ENST00000419035	lincRNA	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0
