# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_sequence_feature	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_upstream_gene_variant
ARHGAP6	ENSG00000047648	ENST00000380736	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ARHGAP6	ENSG00000047648	ENST00000413512	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ARHGAP6	ENSG00000047648	ENST00000489330	retained_intron	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ARHGAP6	ENSG00000047648	ENST00000495242	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ARHGAP6	ENSG00000047648	ENST00000534860	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ARHGEF37	ENSG00000183111	ENST00000333677	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ARHGEF37	ENSG00000183111	ENST00000505810	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ARHGEF6	ENSG00000129675	ENST00000250617	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ARHGEF6	ENSG00000129675	ENST00000370620	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ARHGEF6	ENSG00000129675	ENST00000370622	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ARHGEF6	ENSG00000129675	ENST00000535227	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ASB11	ENSG00000165192	ENST00000344384	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ASB11	ENSG00000165192	ENST00000380470	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ASB11	ENSG00000165192	ENST00000480796	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ASB11	ENSG00000165192	ENST00000485437	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ASB11	ENSG00000165192	ENST00000537676	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ASCC3	ENSG00000112249	ENST00000324696	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ASCC3	ENSG00000112249	ENST00000324723	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ASCC3	ENSG00000112249	ENST00000369143	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ASCC3	ENSG00000112249	ENST00000369162	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ASCC3	ENSG00000112249	ENST00000468245	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ASCC3	ENSG00000112249	ENST00000522650	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ASH1L	ENSG00000116539	ENST00000368346	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ASH1L	ENSG00000116539	ENST00000392403	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ASH1L-AS1	ENSG00000235919	ENST00000594351	processed_transcript	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ASXL2	ENSG00000143970	ENST00000272341	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ASXL2	ENSG00000143970	ENST00000336112	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ASXL2	ENSG00000143970	ENST00000404843	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ASXL2	ENSG00000143970	ENST00000435504	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ASXL2	ENSG00000143970	ENST00000497092	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ATAD2B	ENSG00000119778	ENST00000238789	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ATAD2B	ENSG00000119778	ENST00000439915	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ATAD3C	ENSG00000215915	ENST00000378785	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ATAD3C	ENSG00000215915	ENST00000484537	retained_intron	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ATF7IP2	ENSG00000166669	ENST00000564797	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ATG10	ENSG00000152348	ENST00000282185	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ATG10	ENSG00000152348	ENST00000355178	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ATG10	ENSG00000152348	ENST00000458350	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ATG10	ENSG00000152348	ENST00000504770	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ATG10	ENSG00000152348	ENST00000510085	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ATG10	ENSG00000152348	ENST00000513443	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ATG10	ENSG00000152348	ENST00000513634	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ATG4C	ENSG00000125703	ENST00000317868	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ATG4C	ENSG00000125703	ENST00000371120	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ATG4C	ENSG00000125703	ENST00000414558	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ATG7	ENSG00000197548	ENST00000354449	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ATG7	ENSG00000197548	ENST00000354956	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ATG7	ENSG00000197548	ENST00000414717	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ATG7	ENSG00000197548	ENST00000427759	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ATG7	ENSG00000197548	ENST00000446110	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ATG7	ENSG00000197548	ENST00000446450	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ATP9B	ENSG00000166377	ENST00000307671	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ATP9B	ENSG00000166377	ENST00000426216	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ATP9B	ENSG00000166377	ENST00000490210	retained_intron	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ATP9B	ENSG00000166377	ENST00000585674	retained_intron	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ATP9B	ENSG00000166377	ENST00000587878	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
ATP9B	ENSG00000166377	ENST00000590271	retained_intron	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
AUTS2	ENSG00000158321	ENST00000342771	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
AUTS2	ENSG00000158321	ENST00000403018	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
AUTS2	ENSG00000158321	ENST00000406775	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
AVL9	ENSG00000105778	ENST00000318709	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
AVL9	ENSG00000105778	ENST00000404479	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
AVL9	ENSG00000105778	ENST00000409301	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
AVL9	ENSG00000105778	ENST00000446718	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
B4GALNT3	ENSG00000139044	ENST00000266383	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
B4GALNT3	ENSG00000139044	ENST00000535680	retained_intron	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
B4GALT6	ENSG00000118276	ENST00000237019	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
B4GALT6	ENSG00000118276	ENST00000306851	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
B4GALT6	ENSG00000118276	ENST00000383131	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
B4GALT6	ENSG00000118276	ENST00000578114	retained_intron	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
BBX	ENSG00000114439	ENST00000325805	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
BBX	ENSG00000114439	ENST00000402163	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
BBX	ENSG00000114439	ENST00000402543	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
BBX	ENSG00000114439	ENST00000415149	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
BBX	ENSG00000114439	ENST00000416476	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
BBX	ENSG00000114439	ENST00000427402	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
BBX	ENSG00000114439	ENST00000431630	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
BBX	ENSG00000114439	ENST00000449335	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
BBX	ENSG00000114439	ENST00000454540	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
BBX	ENSG00000114439	ENST00000456419	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
BBX	ENSG00000114439	ENST00000456817	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
BBX	ENSG00000114439	ENST00000458458	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
BBX	ENSG00000114439	ENST00000485939	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
BCAS3	ENSG00000141376	ENST00000390652	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
BCAS3	ENSG00000141376	ENST00000407086	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
BCAS3	ENSG00000141376	ENST00000408905	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
BCAS3	ENSG00000141376	ENST00000585744	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
BCAS3	ENSG00000141376	ENST00000586041	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
BCAS3	ENSG00000141376	ENST00000586484	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
BCAS3	ENSG00000141376	ENST00000586705	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
BCAS3	ENSG00000141376	ENST00000588462	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
BCAS3	ENSG00000141376	ENST00000588874	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
BCAS3	ENSG00000141376	ENST00000589222	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
BCAS3	ENSG00000141376	ENST00000590128	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
BDP1	ENSG00000145734	ENST00000358731	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
BDP1	ENSG00000145734	ENST00000380675	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
BDP1	ENSG00000145734	ENST00000508917	retained_intron	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
BET1L	ENSG00000177951	ENST00000410108	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
BFSP2	ENSG00000170819	ENST00000302334	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
BFSP2-AS1	ENSG00000249993	ENST00000515542	antisense	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
BIRC6	ENSG00000115760	ENST00000421745	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
BIRC6	ENSG00000115760	ENST00000471232	retained_intron	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
BNIP3L	ENSG00000104765	ENST00000523949	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
BNIP3P3	ENSG00000265631	ENST00000577336	processed_pseudogene	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
BPTF	ENSG00000171634	ENST00000306378	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
BPTF	ENSG00000171634	ENST00000321892	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
BPTF	ENSG00000171634	ENST00000335221	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
BPTF	ENSG00000171634	ENST00000424123	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
BPTF	ENSG00000171634	ENST00000467104	retained_intron	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
BPTF	ENSG00000171634	ENST00000544491	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
BPTF	ENSG00000171634	ENST00000544778	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
BPTF	ENSG00000171634	ENST00000579173	retained_intron	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
BRD9	ENSG00000028310	ENST00000323510	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
BRD9	ENSG00000028310	ENST00000388890	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
BRD9	ENSG00000028310	ENST00000435709	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
BRD9	ENSG00000028310	ENST00000466684	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
BRD9	ENSG00000028310	ENST00000467963	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
BRD9	ENSG00000028310	ENST00000483173	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
BRD9	ENSG00000028310	ENST00000487688	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
BRD9	ENSG00000028310	ENST00000489093	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
BRD9	ENSG00000028310	ENST00000489816	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
BRD9	ENSG00000028310	ENST00000490814	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
BRD9	ENSG00000028310	ENST00000495265	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
BRD9	ENSG00000028310	ENST00000495794	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
BRINP3	ENSG00000162670	ENST00000367462	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
BRINP3	ENSG00000162670	ENST00000534846	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
BSN	ENSG00000164061	ENST00000296452	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
BTBD9	ENSG00000183826	ENST00000481247	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
BTBD9	ENSG00000183826	ENST00000497373	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
BTBD9	ENSG00000183826	ENST00000498633	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
C10orf11	ENSG00000148655	ENST00000372499	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
C10orf11	ENSG00000148655	ENST00000593699	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
C11orf58	ENSG00000110696	ENST00000527893	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
C12orf56	ENSG00000185306	ENST00000333722	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
C12orf56	ENSG00000185306	ENST00000543259	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
C12orf56	ENSG00000185306	ENST00000543942	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
C12orf75	ENSG00000235162	ENST00000548458	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
C14orf159	ENSG00000133943	ENST00000521334	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
C14orf159	ENSG00000133943	ENST00000522837	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
C20orf26	ENSG00000089101	ENST00000245957	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
C20orf26	ENSG00000089101	ENST00000340348	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
C20orf26	ENSG00000089101	ENST00000377306	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
C20orf26	ENSG00000089101	ENST00000377309	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
C20orf26	ENSG00000089101	ENST00000389656	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
C20orf26	ENSG00000089101	ENST00000442372	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
C20orf26	ENSG00000089101	ENST00000451767	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
C20orf26	ENSG00000089101	ENST00000472660	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
C22orf15	ENSG00000169314	ENST00000305199	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
C22orf15	ENSG00000169314	ENST00000382821	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
C22orf15	ENSG00000169314	ENST00000402217	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
C22orf15	ENSG00000169314	ENST00000477921	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
C22orf15	ENSG00000169314	ENST00000498542	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
C3AR1	ENSG00000171860	ENST00000307637	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
C3AR1	ENSG00000171860	ENST00000546241	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
C3orf52	ENSG00000114529	ENST00000264848	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0
C3orf52	ENSG00000114529	ENST00000430855	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0
C3orf52	ENSG00000114529	ENST00000431717	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0
C3orf52	ENSG00000114529	ENST00000467942	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
C3orf52	ENSG00000114529	ENST00000480282	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0
C3orf52	ENSG00000114529	ENST00000484828	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0
C3orf52	ENSG00000114529	ENST00000494096	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
C3orf52	ENSG00000114529	ENST00000497610	retained_intron	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0
C4orf22	ENSG00000197826	ENST00000358105	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
C4orf22	ENSG00000197826	ENST00000502497	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
C4orf22	ENSG00000197826	ENST00000503883	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
C4orf22	ENSG00000197826	ENST00000508675	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
C4orf22	ENSG00000197826	ENST00000512931	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
C4orf22	ENSG00000197826	ENST00000513920	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
C4orf22	ENSG00000197826	ENST00000514249	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
C6orf106	ENSG00000196821	ENST00000374023	protein_coding	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1
C6orf106	ENSG00000196821	ENST00000374026	protein_coding	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1
C6orf132	ENSG00000188112	ENST00000341865	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
CABLES1	ENSG00000134508	ENST00000256925	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
CABLES1	ENSG00000134508	ENST00000400473	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
CABLES1	ENSG00000134508	ENST00000420687	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
CABLES1	ENSG00000134508	ENST00000579963	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
CABLES1	ENSG00000134508	ENST00000585061	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
CACNA1A	ENSG00000141837	ENST00000360228	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
CACNA1A	ENSG00000141837	ENST00000573710	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
CACNA1A	ENSG00000141837	ENST00000573891	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
CACNA1A	ENSG00000141837	ENST00000574822	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
CACNA1A	ENSG00000141837	ENST00000585802	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
CACNA1A	ENSG00000141837	ENST00000587525	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
CACNA1B	ENSG00000148408	ENST00000277549	protein_coding	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0
CACNA1B	ENSG00000148408	ENST00000277551	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
CACNA1B	ENSG00000148408	ENST00000371355	protein_coding	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0
CACNA1B	ENSG00000148408	ENST00000371357	protein_coding	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0
CACNA1B	ENSG00000148408	ENST00000371363	protein_coding	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0
CACNA1B	ENSG00000148408	ENST00000371372	protein_coding	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0
CAMTA1	ENSG00000171735	ENST00000303635	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
CAMTA1	ENSG00000171735	ENST00000439411	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
CASK	ENSG00000147044	ENST00000318588	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
CASK	ENSG00000147044	ENST00000361962	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
CASK	ENSG00000147044	ENST00000378158	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
CASK	ENSG00000147044	ENST00000378163	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
CASK	ENSG00000147044	ENST00000378166	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
CASK	ENSG00000147044	ENST00000378168	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
CASK	ENSG00000147044	ENST00000378179	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
CASK	ENSG00000147044	ENST00000421587	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
CASK	ENSG00000147044	ENST00000442742	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
CCDC116	ENSG00000161180	ENST00000292779	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
CCDC116	ENSG00000161180	ENST00000425975	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
CCDC116	ENSG00000161180	ENST00000607942	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
CCDC134	ENSG00000100147	ENST00000255784	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CCDC134	ENSG00000100147	ENST00000402061	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CCDC144A	ENSG00000170160	ENST00000328495	retained_intron	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
CCDC144A	ENSG00000170160	ENST00000360495	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
CCDC144A	ENSG00000170160	ENST00000360524	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
CCDC144A	ENSG00000170160	ENST00000399273	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
CCDC144A	ENSG00000170160	ENST00000443444	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
CCDC144A	ENSG00000170160	ENST00000456009	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
CCDC144A	ENSG00000170160	ENST00000463809	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
CCDC148	ENSG00000153237	ENST00000283233	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
CCDC148	ENSG00000153237	ENST00000409187	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
CCDC148	ENSG00000153237	ENST00000409889	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
CCDC148	ENSG00000153237	ENST00000417066	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
CCDC148	ENSG00000153237	ENST00000448656	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
CCDC148	ENSG00000153237	ENST00000451554	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
CCDC148	ENSG00000153237	ENST00000454257	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
CCDC148	ENSG00000153237	ENST00000536771	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
CCDC153	ENSG00000248712	ENST00000375140	retained_intron	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
CCDC153	ENSG00000248712	ENST00000415318	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
CCDC153	ENSG00000248712	ENST00000503566	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
CCDC6	ENSG00000108091	ENST00000263102	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
CCDC79	ENSG00000249961	ENST00000313294	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
CCDC79	ENSG00000249961	ENST00000415744	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
CCDC79	ENSG00000249961	ENST00000432602	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
CCDC79	ENSG00000249961	ENST00000433154	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
CCDC79	ENSG00000249961	ENST00000433574	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
CCDC79	ENSG00000249961	ENST00000558713	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
